name,smiles,150_20,NssssN,SssssN,ETA_shape_y,RNCG,AATSC1are,GhoseFilter,AATSC1se,AATSC1pe,JGI4,AATSC1i,NssssC,SssssC,AETA_eta_B,piPC8,NddsN,SIC3,JGI3,NssNH,MATS1i,AATS4v,BIC3,ATSC6s,GATS4d,n10FHRing,VE2_Dt,VE2_Dzm,VE2_DzZ,VE2_A,VE2_Dzi,VE2_Dzare,VE2_Dzpe,VE2_Dzse,VE2_D,AXp-5d,MATS1are,BCUTs-1l,VE2_Dzv,AETA_eta_BR,VE2_Dzp,NsNH2,AETA_eta_FL,SlogP_VSA5,AATSC2v,ATSC3s,SsNH2,MATS1pe,nBase,piPC7,NdCH2,Xch-7dv,ATSC8Z,ATSC4s,NssO,BCUTc-1l,ATSC7m,fMF,AATSC3s,AETA_eta_RL,SssO,GATS2c,ATSC8m,MPC10,ATS8s,HybRatio,ATSC7Z,FCSP3,GATS2se,ATSC5are,AETA_eta_L,Xch-6dv,AXp-3d,MATS4pe,MPC8,C4SP3,MPC9,AETA_beta,n10FAHRing,GATS4pe,AATSC0d,SsssN,AETA_beta_ns_d,AETA_beta_ns,SIC0,SsBr,GGI6,RotRatio,GATS2are,BIC0,MWC08,MWC06,MWC10,NdsN,MWC07,MWC09,GATS2s,NdssS,MWC05,MWC04,VE3_A,MPC7,SRW08,SRW06,SRW10,NtCH,Xpc-6d,AETA_dBeta,GATS2pe,Xc-4dv,VE3_Dzp,MWC03,VR3_Dzi,ATS8m
,C1CC=CC(C1)O,0.4854,0,0,0.15,0.60766584,-0.010726644,0,-0.006239751,-0.010285813,0.11111111,0.114291735,0,0,0.00290953,0,0,0.9136528,0.0375,0,0.09140239,74.45849,0.8955849,0.53998464,0.75930524,0,0.37731346,0.375721,0.37572286,0.370595,0.3755292,0.37581193,0.37574467,0.37571907,0.3755833,0.11263095,-0.109540634,1.2620418,0.37409884,0.015195245,0.37259182,0,0.11267421,19.262465,-11.882851,-2.4998078,0,-0.10817873,0,0,0,0.030429032,0,-3.7658594,0,-0.2605412,0,0.3529412,-0.058135066,0.48483527,0,0.716364,0,0,0,0.6666667,0,0.6666667,0.80228144,-0.12979239,0.37216106,0.068041384,0.23673086,-0.057352785,0,0,0,0.6785714,0,1.0780547,0.35986158,0,0,0.14285715,0.29873002,0,0,0,0.83711386,0.29282248,7.851272,6.368187,9.33565,0,7.0992017,8.583543,0.7808798,0,5.616771,4.890349,0.59658974,0,6.652863,5.209486,8.12415,0,0.4082483,-0.39285713,0.8700082,0,0.60196346,4.1431346,2.6032088,0
,C1=CC(=C(C=C1Cl)Cl)Cl,0.4165,0,0,0.29166666,0.23716044,-1.70E-18,0,-3.09E-17,-1.53E-17,0.10333333,-8.97E-16,0,0,0.023981806,0,0,0.907019,0.05625,0,-8.37E-16,230.4914,0.8322806,0,0.8333333,0,0.33224872,0.33073387,0.3306446,0.31808743,0.32763845,0.32756168,0.32795855,0.3280479,0.32934007,0.0951143,-3.42E-17,1.2838482,0.32739413,0.03353736,0.32817826,0,0.27489042,0,-3.594051,-0.24393195,0,-1.28E-16,0,2.1510353,0,0.08183171,0,-0.11736016,0,-0.2873605,0,0.5,-0.011615807,0.46648636,0,0.7251873,0,0,0,0,0,0,0.71801496,0.09939375,0.19159594,0.024056261,0.22002818,-0.3215407,0,0,0,1.4166666,0,1.6535308,0.6875,0,0.16666667,0.8333333,0.4184144,0,0,0,0.6118032,0.38393703,8.579416,6.96319,10.19694,0,7.764296,9.382696,1.1339858,0,6.1463294,5.351858,0.94643503,1,7.2174435,5.6664267,8.806724,0,2.075933,0.25,0.6327309,0,0.9776657,4.5325994,3.294465,0
"1,5-Diaminonaphthalene",C1=CC2=C(C=CC=C2N)C(=C1)N,0.6525,0,0,0.3448276,0.36308014,-0.021047324,0,-0.009680625,-0.019494358,0.055555556,0.6371443,0,0,0.010543322,6.136258,0,0.7349846,0.055555556,0,0.39608967,166.34756,0.6817914,-5.7777777,1.2699653,0,0.28845233,0.2850193,0.2850205,0.2722549,0.28528798,0.28516063,0.28508076,0.28501195,0.285794,0.08003847,-0.33251417,1.3827517,0.2834323,0.024876656,0.28274748,2,0.30685636,0,0.7525212,0.33333334,11.539074,-0.30276182,0,5.941979,0,0.079611816,0,-3.1111112,0,-0.33785158,382.30612,0.45454547,0.007246377,0.48230782,0,0.51946425,0,6,0,0,79.421486,0,0.5564309,0.09918595,0.17545144,0.048112523,0.1835664,-0.14357966,20,0,18,1.5,0,1.1501572,0.59504133,0,0.083333336,0.9166667,0.3024125,0,0,0,0.57380533,0.28052598,9.339876,7.598399,11.082219,0,8.466952,10.209906,0.5752315,0,6.7250338,5.8607864,1.3662118,26,7.771067,6.1290503,9.463198,0,4.7482295,0.33333334,0.60131025,0,1.4040271,4.9904327,4.0664105,0
Dimethyl aminoterephthalate,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,0.8007,0,0,0.37128714,0.24037062,-0.019052958,1,-0.014879313,-0.014008876,0.045185186,-0.051387135,0,0,0.02123063,4.6023536,0,0.79126525,0.053977273,0,-0.036802273,178.72142,0.7507362,-9.648915,1.2352941,0,0.25603446,0.2533379,0.25334108,0.2308489,0.25300118,0.2534961,0.25337863,0.25333458,0.25356144,0.0810783,-0.09430604,1.4372004,0.2508741,0.026963964,0.24893157,1,0.28464758,20.715977,15.409018,-0.038297173,5.5817423,-0.0766082,0,5.344276,0,0.03794515,55.005917,-37.303417,2,-0.4970318,678.3697,0.23076923,-0.000890632,0.47305027,9.015918,1.0605,255.91185,0,58,0.2,147.08876,0.2,0.9176164,-2.0190017,0.18840268,0.024056261,0.20399071,-0.2877896,15,0,3,1.25,0,1.4408935,0.6286982,0,0.033333335,0.6333333,0.35134524,0,0.2432653,0.13333334,0.9001939,0.33334914,9.322329,7.620215,11.027751,0,8.466952,10.17149,0.6142517,0,6.767343,5.926926,1.6475234,27,7.7828074,6.200509,9.410911,0,4.6567354,0.016666668,0.8883953,0,1.7229381,5.081404,4.5751624,847.3949
"5,5',6,6'-TETRAHYDROXY-3,3,3',3'-TETRAMETHYL-1,1'-SPIROBISINDANE",OC1=C(O)C=C2C(C(C)(C)CC23C(C=C(O)C(O)=C4)=C4C(C)(C)C3)=C1,0.9994,0,0,0.33802816,0.20219974,-0.017807323,1,-0.010664982,-0.016636334,0.057324264,0.2846832,3,-0.70293295,0.03746315,7.152073,0,0.63281745,0.09214743,0,0.2121221,165.62408,0.6065377,-48.064217,1.1682926,0,0.19942456,0.19719794,0.19719881,0.17148542,0.19710656,0.19724005,0.19720897,0.19719703,0.19691108,0.056046892,-0.1466234,1.1327516,0.19630474,0.051223148,0.19519825,0,0.19149464,62.790398,15.927652,28.005981,0,-0.14478385,0,6.822061,0,0.8986415,255.32654,-6.6511927,0,-0.31652787,-945.7964,0.3469388,0.20592633,0.4591054,0,0.53500646,1227.1178,230,362.27777,0.42857143,-197.18367,0.42857143,0.48559543,1.5714786,0.26761076,0.4271996,0.15398553,0.012091059,246,3,246,1.16,0,0.6455898,0.92628074,0,0.08,0.56,0.23568927,0,0.803356,0,0.46678925,0.22590153,10.8722,8.901503,12.849885,0,9.875756,11.853682,0.44291714,0,7.9058104,6.946014,2.3719096,224,8.916908,7.1739583,10.712572,0,24.588528,-0.04,0.46511644,0.41605338,2.501427,5.9532433,5.9554014,2986.9785
Thymol,CC1=CC(O)=C(C(C)C)C=C1,0.9304,0,0,0.375,0.58740395,-0.00688,0,-0.003780186,-0.00674976,0.049333334,0.08813014,0,0,0.02774115,2.7842393,0,0.7909956,0.07589286,0,0.067093566,131.67851,0.7640937,6.3377776,1.0975271,0,0.29985544,0.29545265,0.29545265,0.2810012,0.2954472,0.29545155,0.29545262,0.29545265,0.29709384,0.081263825,-0.09295288,1.2678978,0.2951461,0.035559334,0.29443398,0,0.2048141,30.892282,7.8511357,-2.88,0,-0.09053295,0,3.66276,0,0.048703436,93.5712,4.9066668,0,-0.31358474,-285.1649,0.24,-0.05433962,0.46446007,0,0.51070166,450.1512,0,18,0.4,-58.824,0.4,0.5354802,-2.005216,0.25964597,0.024056261,0.19730352,0.0295287,2,0,0,1.1136364,0,1.0597686,0.5664,0,0.045454547,0.59090906,0.2547379,0,0,0.09090909,0.55952704,0.24607424,8.938663,7.2717037,10.606609,0,8.087948,9.755741,0.49204406,0,6.4216223,5.609472,1.2238091,5,7.474772,5.8998976,9.094144,0,3.0994987,0.06818182,0.58567494,0,1.270505,4.762174,3.8117971,18.289152
Phloroglucinol,Oc1cc(O)cc(O)c1,0.8788,0,0,0.375,0.33333334,-0.076,0,-0.0497584,-0.069064,0.055555556,0.4391714,0,0,0.025852557,0,0,0.5943161,0.104166664,0,0.3328429,119.57267,0.5568273,10.666667,1.1848959,0,0.33229902,0.3285641,0.32856822,0.31865695,0.32814512,0.32877088,0.32861736,0.32855976,0.32964376,0.08213321,-0.33101046,1.4892704,0.3255346,0.035408113,0.3233864,0,0.3023809,0,-6.68601,-38,0,-0.3353012,0,0,0,0.03227486,0,60.666668,0,-0.28385812,0,0.4,-1.4074074,0.4646156,0,0.5454369,0,0,0,0,0,0,0.7167915,-3.0552,0.16223474,0.024056261,0.20118447,0.72180253,0,0,0,1.4166666,0,0.32840395,0.64,0,0.16666667,0.8333333,0.3895497,0,0,0,0.6591173,0.36497733,8.566174,6.9574976,10.175459,0,7.71913,9.328213,0.6329114,0,6.1114674,5.351858,0.9482239,0,7.181592,5.645447,8.760767,0,1.7474003,0.25,0.6316917,0,0.96295667,4.5108595,3.289148,0
"1,3-Diiodobenzene",IC1=CC(I)=CC=C1,0.3595,0,0,0.1590909,0.21358322,2.20E-17,0,1.36E-17,4.31E-17,0.074074075,-5.83E-16,0,0,0.015814982,0,0,0.9535095,0.071428575,0,-3.84E-16,275.85614,0.8749403,0,0.825,0,0.3526438,0.3525517,0.35247797,0.34209186,0.34763786,0.34740564,0.34817305,0.34803566,0.35025185,0.097140454,9.98E-16,1.0052683,0.34979573,0.026564984,0.3515232,0,0.23353034,0,-3.0243785,-0.62456334,0,1.30E-15,0,0,0,0.14085904,0,0.00573735,0,-0.3008358,0,0.5,-0.029741112,0.47346172,0,0.7809441,0,0,0,0,0,0,0.82807606,0.065975,0.23993137,0.027777778,0.21985847,0.17714524,0,0,0,1.375,0,1.0790498,0.5555556,0,0.125,0.875,0.40701902,0,0,0,1.2219138,0.37348062,8.244071,6.690842,9.7981825,0,7.4413204,8.995289,1.2101436,0,5.888878,5.1416636,0.78362197,0,6.947937,5.4510384,8.479907,0,1.02022,0.375,0.7892005,0,0.8108184,4.3438053,2.9880962,0
"1,3,5-Tris(4-aminophenyl)benzene",Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,0.9991,0,0,0.3409091,0.20066442,-0.013167257,1,-0.005950213,-0.012231985,0.034444444,0.51638806,0,0,0.012359019,7.533192,0,0.6938274,0.02232143,0,0.33213457,188.78026,0.6482882,9.010417,0.7677704,0,0.19012657,0.18900841,0.18900883,0.16924313,0.18910144,0.18905725,0.18902963,0.18900587,0.18896253,0.07344212,-0.2605463,1.4373709,0.18845223,0.02509976,0.18819784,3,0.30689645,0,-0.4165474,-6.1875,17.55391,-0.22823529,0,7.0388384,0,0.12586358,31.21875,-9.958333,0,-0.338265,-876.7852,0.5,-0.057291668,0.4844637,0,0.4658553,140.58347,180,303,0,-182.01562,0,0.5820972,0.8937633,0.17756726,0.10738959,0.18514884,-0.096,144,0,168,1.5277778,0,0.9086667,0.58984375,0,0.055555556,0.9444444,0.22771545,0,0.602449,0.1,0.62065226,0.21276939,10.183427,8.430546,11.944299,0,9.302829,11.060574,0.5252388,0,7.5543346,6.690842,2.5126696,120,8.5512085,6.951772,10.192456,0,8.4723,0.3611111,0.65982366,0,2.618827,5.820083,6.120708,5769.71
"1-CHLORO-2-NITROBENZENE, 99%",[O-][N+](=O)c1ccccc1Cl,0.4393,0,0,0.29282868,0.3464617,0.07154082,0,0.047245715,0.0549,0.037777778,0.46632603,0,0,0.019899951,3.1688974,1,0.96247864,0.072916664,0,0.3154059,188.18944,0.8787922,-14.144914,0.88064516,0,0.31459635,0.3127569,0.31275684,0.29647443,0.31225124,0.31231016,0.3123718,0.31235248,0.31224245,0.09583684,0.38709998,1.2995282,0.30962348,0.028499952,0.30702537,0,0.30730838,0,-7.8919663,5.7530622,0,0.30380133,0,3.9918735,0,0.045385927,0,-20.209034,0,-0.38703263,0,0.42857143,0.23012249,0.4715214,0,1.3170913,0,0,0,0,0,0,0.4933227,-1.7937245,0.16421303,0.027777778,0.20227532,-0.15251051,2,0,0,1.45,0,1.3818593,0.63265306,0,0.1,0.85,0.5214192,0,0,0.1,0.42917982,0.47608244,8.726644,7.09091,10.363346,0,7.8991537,9.536113,0.3766106,0,6.263398,5.4595857,1.0867908,5,7.3112183,5.7525725,8.912069,0,2.4622393,0.25,0.4635132,0,1.1217602,4.634729,3.541878,0
,C1CCC(CC1)N2CCCC2=O,0.9677,0,0,0.24418604,0.39399254,0.005119409,1,0.00136284,0.005975597,0.025555555,-0.2599059,0,0,0.003100289,3.0445225,0,0.76214206,0.04910714,0,-0.19729811,122.77435,0.7473405,-5.56302,1.1277778,0,0.28607786,0.28532153,0.28532073,0.2695798,0.28513074,0.28522167,0.28527933,0.2853265,0.28533703,0.08659702,0.061216407,1.2293636,0.28604147,0.017433623,0.28613558,0,0.0924769,44.94575,-6.5060287,-2.2459373,0,0.07237004,0,3.218876,0,0.12882717,37.755054,-7.8707886,0,-0.41334558,117.90387,0.37931034,-0.026115552,0.48975083,0,1.1287417,181.20828,6,8,0.9,24.271107,0.9,0.62605286,-0.5929615,0.39727396,0.17998049,0.19014336,-0.1279094,16,0,10,0.75,0,1.2384933,0.4565993,2.1241667,0,0.125,0.27097464,0,0.064444445,0.07692308,0.73459363,0.26571205,9.16712,7.469084,10.867368,0,8.315077,10.0148945,0.45420912,0,6.618739,5.7776523,1.3563374,20,7.5719886,6.0185933,9.170247,0,2.872476,-0.5,0.77461374,0,1.4159387,4.934474,4.0530696,8.128512
(R)-(?)-1-Indanol,C1CC2=CC=CC=C2C1O,0.6043,0,0,0.31034482,0.53281194,-0.009047619,0,-0.005244792,-0.008491655,0.022870371,0.19689012,0,0,0.003720346,4.4952855,0,0.8843109,0.065972224,0,0.14529112,133.27472,0.83357894,0.24305555,0.8796296,0,0.31599203,0.3129201,0.31292152,0.30079013,0.3127685,0.31299052,0.3129385,0.3129186,0.31328192,0.08546999,-0.10644258,1.25483,0.31151712,0.020920346,0.3099922,0,0.22219416,23.651691,-4.2599106,-1.7152778,0,-0.101302475,0,4.550252,0,0.14511594,0,-3.9652777,0,-0.32045516,32.50026,0.45,-0.03500567,0.487701,0,0.7374602,0,0,0,0.33333334,6.76,0.33333334,0.7955152,-0.03,0.26550683,0.14338598,0.18457861,-0.1637373,14,0,3,1.175,0,1.2458884,0.54,0,0,0.6,0.2856359,0,0,0,0.8155803,0.26924926,9.127285,7.3981743,10.85744,0,8.260752,9.990903,0.8148189,0,6.5323343,5.673323,1.1012427,17,7.506042,5.916202,9.141312,0,2.8142536,0.025,0.83456534,0,1.1313769,4.8121843,3.6135674,0
N-(1-naphthyl)ethylenediamine,C=C(N)NC1=C2C=CC=CC2=CC=C1,0.9985,0,0,0.29411766,0.3257084,-0.010678698,1,-0.005185946,-0.009497173,0.039722223,0.27059117,0,0,0.010239759,6.346568,0,0.8956326,0.04276316,1,0.17167933,173.39597,0.8345635,0.44863576,1.2458754,0,0.2662873,0.26330823,0.2633091,0.2427782,0.2635031,0.2634101,0.26335233,0.26330295,0.26359367,0.080893695,-0.18546265,1.4001436,0.262266,0.022525473,0.26186728,1,0.2974967,0,-3.1389391,-8.474606,5.5099025,-0.15916207,0,6.0370502,1,0.06973231,52.18935,4.1031394,0,-0.34496346,-140.40991,0.3846154,-0.15693714,0.48363265,0,0.45938048,251.60323,12,27,0,-29.142012,0,0.5837435,-0.4133929,0.18613593,0.05183404,0.17989416,0.070586905,31,0,26,1.4107143,0,0.8163916,0.5443787,0,0.035714287,0.8214286,0.2796165,0,0.16244897,0.13333334,0.61621344,0.2605507,9.378985,7.6558642,11.105874,0,8.509766,10.236561,0.4235514,0,6.787845,5.9427996,1.5599226,33,7.7993436,6.200509,9.454932,0,4.2621465,0.23214285,0.65424126,0,1.6356121,5.081404,4.4421964,86.84727
,CC1=CC(=C(C=C1)C)C,0.581,0,0,0.33333334,0.13427624,-1.63E-16,0,1.10E-17,-1.03E-16,0.10333333,2.01E-15,0,0,0.023981806,0,0,0.6473353,0.05625,0,1.50E-15,117.81232,0.6201364,0.3265306,0.95352566,0,0.33224872,0.32698974,0.32698974,0.31808743,0.32698974,0.32698974,0.32698974,0.32698974,0.32934007,0.0951143,-7.38E-15,1.4426663,0.32698974,0.03353736,0.32698974,0,0.23752742,16.690355,11.868962,-2.276644,0,-3.43E-15,0,2.1510353,0,0.07216878,0,-3.4149659,0,-0.34194565,200.12953,0.2857143,-0.058375485,0.46648636,0,0.91853154,0,0,0,0.33333334,41.32653,0.33333334,0.8101852,0.040408164,0.22895896,0.024056261,0.22002818,-0.3315972,0,0,0,1.1666666,0,1.255787,0.53061223,0,0,0.6666667,0.22430713,0,0,0,0.8101852,0.21488248,8.579416,6.96319,10.19694,0,7.764296,9.382696,0.5473251,0,6.1463294,5.351858,0.94643503,1,7.2174435,5.6664267,8.806724,0,2.075933,0.16666667,0.8101852,0,0.9740376,4.5325994,3.3022254,0
4-Fluoroaniline,NC1=CC=C(F)C=C1,0.2591,0,0,0.27131784,0.5485858,-0.026580613,0,-0.013412572,-0.0236,0.15111111,0.30963615,0,0,0.015814982,0,0,0.96247864,0.035714287,0,0.102805465,101.0766,0.8965214,-12.93424,0.7,0,0.35248417,0.34846014,0.34837407,0.34275502,0.3486636,0.3486436,0.34849274,0.34831637,0.3496717,0.108728155,-0.10896496,1.5254872,0.34537396,0.026564984,0.34291887,1,0.30961776,0,-7.0708747,-13.281179,5.26,-0.10948788,0,0,0,0.02653652,0,-12.421769,0,-0.28707063,0,0.42857143,-0.53124714,0.47346172,0,0.49828625,0,0,0,0,0,0,0.6255012,1.5119362,0.16384394,0.027777778,0.23045304,-0.14837387,0,0,0,1.4375,0,1.1860827,0.53061223,0,0.125,0.875,0.4180521,0,0,0,0.60450613,0.3894036,8.217439,6.6707664,9.765891,0,7.4389715,8.98932,0.5849403,0,5.888878,5.1298985,0.78555864,0,6.9402223,5.4510384,8.46316,0,1.1380712,0.3125,0.5943927,0,0.7860366,4.3438053,2.9701228,0
4-tert-Butylstyrene,C=Cc1ccc(C(C)(C)C)cc1,0.9424,0,0,0.16666667,0.15478137,-8.70E-17,1,1.10E-17,-1.02E-16,0.04622222,-2.66E-15,1,0.24970238,0.031432517,0,0,0.73787034,0.05,0,-1.99E-15,120.84235,0.7094409,3.4532137,0.57344633,0,0.28639096,0.28331563,0.28331563,0.26614106,0.28331563,0.28331563,0.28331563,0.28331563,0.28401756,0.08190356,-3.95E-15,1.1825618,0.28331563,0.038599182,0.28331563,0,0.20165308,31.898115,10.528918,-1.8863556,0,-3.40E-15,0,4.7659063,1,0.029926397,-50.510204,-0.57393533,0,-0.3267627,-296.4882,0.21428572,-0.03042509,0.46141863,0,0.7339297,-244.60275,0,48,0.33333334,-61.22449,0.33333334,0.8613281,-0.106530614,0.25976554,0.027777778,0.2027138,-0.04218107,0,1,0,1.0833334,0,0.9722222,0.6020408,0,0,0.5833333,0.20494184,0,0.12244898,0.083333336,0.8613281,0.19704562,9.068431,7.3907986,10.748433,0,8.207674,9.888425,0.56754386,0,6.529419,5.7203116,1.3434994,14,7.6270576,6.042633,9.24619,0,2.8088717,0.083333336,0.8613281,0.25,1.4060345,4.8598123,4.018693,190.7509
"2-NITROPHENOL, 98%",OC1=CC=CC=C1[N+]([O-])=O,0.362,0,0,0.3181818,0.43864065,0.036312,0,0.025657032,0.025661333,0.037777778,0.52445066,0,0,0.019899951,3.1688974,1,0.9658723,0.072916664,0,0.35195282,151.58598,0.888329,-13.12,0.9375,0,0.31459635,0.312413,0.3124157,0.29647443,0.31232053,0.31258032,0.31246874,0.31240728,0.31224245,0.09583684,0.15610276,1.4459162,0.3093384,0.028499952,0.30680898,0,0.31605482,0,-9.394433,-3.68,0,0.12431371,0,3.9918735,0,0.026311489,0,12.506667,0,-0.38621292,0,0.4,-0.1362963,0.4715214,0,1.0312271,0,0,0,0,0,0,0.5169992,-2.434044,0.15546659,0.027777778,0.20227532,-0.04914157,2,0,0,1.45,0,1.2436593,0.62222224,0,0.1,0.85,0.4561011,0,0,0.1,0.49787608,0.41948387,8.726644,7.09091,10.363346,0,7.8991537,9.536113,0.46413004,0,6.263398,5.4595857,1.0867908,5,7.3112183,5.7525725,8.912069,0,2.4622393,0.25,0.48822284,0,1.1210552,4.634729,3.5409722,0
,C1=CC(=CC(=C1)I)C#N,0.3692,0,0,0.18041237,0.45746496,-2.40E-18,0,3.23E-18,2.34E-17,0.068444446,2.46E-16,0,0,0.009835007,0,0,1,0.055555556,0,1.42E-16,214.12329,0.8874116,-3.7287989,0.99715906,0,0.3318613,0.3301897,0.3301864,0.3167019,0.32858363,0.32845142,0.328846,0.32877415,0.32906953,0.10240187,-4.42E-17,1.005298,0.32942206,0.019390563,0.3298452,0,0.2943374,5.5634513,-5.0680265,2.9074752,0,4.40E-16,0,4.123094,0,0.08431841,0,-5.5930448,0,-0.3982208,0,0.46153846,0.12641196,0.48063317,0,0.72964454,0,0,0,0,0,0,0.41989827,-0.1554349,0.18629578,0.027777778,0.21852903,-0.1336917,0,0,0,1.5833334,0,1.4825875,0.52071005,0,0.055555556,1.0555556,0.42519337,0,0,0,0.54423696,0.3773215,8.409831,6.834109,9.986495,0,7.6083746,9.185125,0.40252662,0,6.0330863,5.26269,0.9420697,3,7.0621915,5.556828,8.606851,0,1.3234665,0.5277778,0.5670336,0,0.98273224,4.465908,3.2729962,0
"4'-BROMOACETOPHENONE, 98%",CC(=O)c1ccc(Br)cc1,0.645,0,0,0.2647059,0.5439955,1.34E-17,0,-2.85E-18,-5.27E-18,0.0637037,1.54E-15,0,0,0.021583626,0,0,0.9315714,0.045454547,0,1.18E-15,175.00221,0.86691445,-0.065757886,0.7906977,0,0.31423447,0.31188527,0.31186336,0.29953524,0.31058142,0.3106643,0.31076196,0.3107777,0.31170237,0.09057096,1.38E-16,1.0438575,0.31082326,0.030183626,0.3109672,0,0.26199424,17.281725,4.8390994,-7.5319786,0,-5.15E-17,0,3.8407955,0,0.06844336,0,-5.1451473,0,-0.38565454,-2189.2031,0.3529412,-0.24296705,0.46983773,0,0.8177818,0,0,0,0.125,-417.89273,0.125,0.57780063,-0.056939792,0.2078435,0.027777778,0.21452305,-0.27916747,0,0,0,1.325,0,1.3612938,0.5951557,0,0.05,0.8,0.3718024,3.2832475,0,0.1,0.5596147,0.34599695,8.635332,7.0273147,10.244485,0,7.8244457,9.433564,0.578726,0,6.216606,5.42495,1.0970619,4,7.256297,5.733341,8.815964,0,1.6649334,0.275,0.5565052,0,1.1345173,4.6151204,3.547805,0
Mometasone Furoate,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,0.9891,0,0,0.2658228,0.15899074,-0.002707478,0,-0.003343268,-0.001955943,0.057697456,0.047120534,4,-4.196406,0.027485665,6.47678,0,0.938014,0.076560356,0,0.036097474,187.33432,0.90415025,-25.642328,1.3132379,0,0.16826916,0.16671199,0.1667124,0.13574238,0.16665903,0.16668546,0.16668974,0.16668922,0.16605788,0.05645961,-0.019922443,1.051075,0.16636622,0.03977138,0.16600563,0,0.14822589,57.00928,5.583893,9.731901,0,-0.014232241,0,6.180793,0,0.9414092,58.09349,-6.331765,1,-0.5227189,-206.89316,0.36923078,0.048904028,0.4700633,6.096738,1.0275066,245.96129,469,529.7558,0.5925926,-42.438816,0.5925926,0.68152684,-2.515984,0.3218374,0.36086074,0.15535632,-0.09927201,372,2,433,0.9285714,0,0.9950842,0.8700592,0,0,0.3,0.2512568,0,1.6596372,0.102564104,0.634204,0.24218604,11.21178,9.228278,13.205227,0,10.216874,12.206437,0.5252159,0,8.239329,7.261927,2.8111145,301,9.274535,7.4860525,11.128717,0,39.26661,-0.32857144,0.6410352,0.29818475,3.0123775,6.2822666,6.773234,11124.872
6-Chloroindole,C1=CC(=CC2=C1C=CN2)Cl,0.4917,0,0,0.2932961,0.60575384,-0.006100643,0,-0.004877057,-0.006255515,0.061388887,0.07569938,0,0,0.005404022,5.811667,0,1,0.046085857,0,0.05078793,169.27086,0.910681,0.84037364,0.9,0,0.3159452,0.3140412,0.31400678,0.30348325,0.31253493,0.3124912,0.31272513,0.31277317,0.31331047,0.08288581,-0.10573325,1.3043253,0.3120984,0.022604022,0.31225574,0,0.2972409,0,-5.6546617,-0.40922686,0,-0.07790787,0,5.5935197,0,0.093000166,0,-1.526188,0,-0.34590873,0,0.5625,-0.01278834,0.48601735,0,0.9483508,0,0,0,0,0,0,0.7302414,0.084585935,0.18877642,0.07216878,0.18694061,0.10196622,14,0,2,1.475,0,0.8981786,0.5625,0,0.05,0.85,0.38265976,0,0,0,0.8844477,0.34848097,9.063348,7.355641,10.77233,0,8.204946,9.914477,0.92862135,0,6.496775,5.652489,1.1101562,17,7.474772,5.8998976,9.097507,0,2.4537363,0.225,0.7605753,0,1.1386523,4.7957907,3.6084037,0
Enoxacin,CCN1C=C(C(C2=CC(F)=C(N3CCNCC3)N=C12)=O)C(O)=O,1,0,0,0.41403025,0.19291069,-0.016407011,1,-0.012263627,-0.011782497,0.05207977,-0.55065143,0,0,0.016962511,7.3138556,0,0.8743177,0.048780486,1,-0.2709238,189.33829,0.83314,-40.722984,1.16968,1,0.20738705,0.20411609,0.20411992,0.18039231,0.20405461,0.20412499,0.20411932,0.20412125,0.20507279,0.06777572,-0.07897108,1.3735274,0.20384042,0.028179903,0.20339347,0,0.24232857,17.281725,5.2068915,12.524861,0,-0.06314478,1,6.975706,0,0.099154204,-81.52,32.41382,0,-0.4486254,-919.8593,0.4,0.12780471,0.47930765,0,1.0014879,-414.1288,113,210.58333,0.4,-193.36,0.4,0.67870086,-0.06414625,0.23697908,0.08817656,0.17272487,0.11575829,120,0,129,1.2173913,0,0.80716753,0.669375,1.8202943,0.04347826,0.5217391,0.33837366,0,0.62693876,0.12,0.7104352,0.3224373,10.219211,8.398185,12.046039,0,9.305741,11.130684,0.46041083,0,7.4882936,6.5889263,2.2557821,113,8.493515,6.8319535,10.211376,0,11.506404,-0.17391305,0.6972247,0,2.3757904,5.6869755,5.723595,2785.9495
